request_id,raw_text,normalized_text,english_gloss,language_type,intent,category,department,urgency,severity,locality,district,source_type,split
CDX_333,பஸ் சேவை நேரம் அடிக்கடி மாற்றப்படுகிறது,பஸ் சேவை நேரம் அடிக்கடி மாற்றப்படுகிறது,Bus timings frequently changed,tamil,complaint,transport,Transport Department,medium,service_delay,urban_area,Chennai,real,train
CDX_334,குப்பை எரிப்பு தொடர்ந்து நடைபெறுகிறது,குப்பை எரிப்பு தொடர்ந்து நடைபெறுகிறது,Continuous garbage burning,tamil,complaint,sanitation,Sanitation Department,high,public_hazard,urban_area,Chennai,synthetic_realistic,train
CDX_335,மருத்துவ சேவை தரம் குறைவாக உள்ளது,மருத்துவ சேவை தரம் குறைவாக உள்ளது,Healthcare service poor quality,tamil,complaint,public_health,Public Health Department,medium,service_failure,urban_area,Chennai,synthetic_realistic,train
CDX_336,ரேஷன் கார்டு இன்னும் கிடைக்கவில்லை நீண்ட நாட்கள்,ரேஷன் கார்டு இன்னும் கிடைக்கவில்லை நீண்ட நாட்கள்,Ration card not received for long time,tamil,status_query,certificates,Revenue Department,medium,service_delay,urban_area,Chennai,synthetic_realistic,train
CDX_337,சாலை பழுது காரணமாக விபத்து அபாயம்,சாலை பழுது காரணமாக விபத்து அபாயம்,Road damage causing accident risk,tamil,complaint,roads,Roads Department,high,public_hazard,urban_area,Chennai,synthetic,train
CDX_338,தண்ணீர் விநியோகம் முற்றிலும் நிறுத்தப்பட்டுள்ளது,தண்ணீர் விநியோகம் முற்றிலும் நிறுத்தப்பட்டுள்ளது,Water supply completely stopped,tamil,complaint,water_supply,Water Supply Department,high,service_failure,urban_area,Chennai,synthetic_realistic,train
CDX_339,விளக்கு சரி செய்யப்படாமல் உள்ளது பல வாரங்களாக,விளக்கு சரி செய்யப்படாமல் உள்ளது பல வாரங்களாக,Street light not fixed for weeks,tamil,follow_up,street_lighting,Electricity Department,medium,service_delay,urban_area,Chennai,synthetic,train
CDX_340,டிரெயினேஜ் நீர் வீட்டின் அருகே தேங்குகிறது,டிரெயினேஜ் நீர் வீட்டின் அருகே தேங்குகிறது,Sewage water near house,tamil,complaint,drainage,Drainage Department,high,public_hazard,urban_area,Chennai,synthetic_realistic,train
CDX_341,மின்சாரம் அடிக்கடி தடைபடுகிறது இப்பகுதியில்,மின்சாரம் அடிக்கடி தடைபடுகிறது இப்பகுதியில்,Frequent power outage in area,tamil,complaint,electricity,Electricity Department,high,service_failure,urban_area,Chennai,synthetic_realistic,train
CDX_342,குப்பை சேகரிப்பு முற்றிலும் சரியில்லை,குப்பை சேகரிப்பு முற்றிலும் சரியில்லை,Garbage collection very poor,tamil,complaint,sanitation,Sanitation Department,medium,service_delay,urban_area,Chennai,real,train
CDX_343,சாலை வேலை பாதியில் நிறுத்தப்பட்டுள்ளது,சாலை வேலை பாதியில் நிறுத்தப்பட்டுள்ளது,Road work stopped midway,tamil,follow_up,roads,Roads Department,medium,service_delay,urban_area,Chennai,synthetic_realistic,train
CDX_344,தண்ணீர் குழாய் பழுது சரி செய்ய வேண்டும்,தண்ணீர் குழாய் பழுது சரி செய்ய வேண்டும்,Water pipe repair needed,tamil,complaint,water_supply,Water Supply Department,high,service_failure,urban_area,Chennai,synthetic_realistic,train
CDX_345,விளக்கு பிரச்சனை இன்னும் தீர்க்கப்படவில்லை,விளக்கு பிரச்சனை இன்னும் தீர்க்கப்படவில்லை,Street light issue not resolved,tamil,follow_up,street_lighting,Electricity Department,medium,service_delay,urban_area,Chennai,synthetic_realistic,train
CDX_346,டிரெயினேஜ் அடைப்பு காரணமாக வீதி மோசம்,டிரெயினேஜ் அடைப்பு காரணமாக வீதி மோசம்,Street bad due to drain blockage,tamil,complaint,drainage,Drainage Department,high,public_hazard,urban_area,Chennai,synthetic_realistic,train
CDX_347,விண்ணப்ப நிலை இன்னும் புதுப்பிக்கப்படவில்லை,விண்ணப்ப நிலை இன்னும் புதுப்பிக்கப்படவில்லை,Application status not updated,tamil,status_query,certificates,Revenue Department,medium,service_delay,urban_area,Chennai,synthetic_realistic,train
CDX_348,மின் கம்பம் சாய்ந்துள்ளது உடனடி நடவடிக்கை தேவை,மின் கம்பம் சாய்ந்துள்ளது உடனடி நடவடிக்கை தேவை,Leaning electric pole urgent action,tamil,escalation,electricity,Electricity Department,high,public_hazard,urban_area,Chennai,synthetic_realistic,train
CDX_349,பஸ் சேவை மிகவும் மோசமாக உள்ளது இப்பகுதியில்,பஸ் சேவை மிகவும் மோசமாக உள்ளது இப்பகுதியில்,Bus service very poor in area,tamil,complaint,transport,Transport Department,medium,service_delay,urban_area,Chennai,synthetic_realistic,train
CDX_350,இந்த பிரச்சனைக்கு உடனடி தீர்வு வழங்க வேண்டும்,இந்த பிரச்சனைக்கு உடனடி தீர்வு வழங்க வேண்டும்,Immediate resolution required,tamil,escalation,welfare,Welfare Department,high,service_delay,urban_area,Chennai,real,train
CDX_351,குப்பை நீண்ட நாட்களாக அகற்றப்படவில்லை,குப்பை நீண்ட நாட்களாக அகற்றப்படவில்லை,Garbage not removed for many days,tamil,complaint,sanitation,Sanitation Department,high,service_delay,urban_area,Chennai,synthetic_realistic,train
CDX_352,சாலை முழுவதும் சேதமடைந்துள்ளது,சாலை முழுவதும் சேதமடைந்துள்ளது,Entire road is damaged,tamil,complaint,roads,Roads Department,high,public_hazard,urban_area,Chennai,synthetic_realistic,train
CDX_353,தண்ணீர் இணைப்பு செயல்படவில்லை,தண்ணீர் இணைப்பு செயல்படவில்லை,Water connection not working,tamil,status_query,water_supply,Water Supply Department,medium,service_failure,urban_area,Chennai,synthetic_realistic,train
CDX_354,விளக்கு அடிக்கடி அணைந்து விடுகிறது,விளக்கு அடிக்கடி அணைந்து விடுகிறது,Street light keeps turning off,tamil,complaint,street_lighting,Electricity Department,medium,service_failure,urban_area,Chennai,synthetic_realistic,train
CDX_355,டிரெயினேஜ் அடைப்பு மீண்டும் ஏற்பட்டுள்ளது,டிரெயினேஜ் அடைப்பு மீண்டும் ஏற்பட்டுள்ளது,Drain blockage happened again,tamil,follow_up,drainage,Drainage Department,high,public_hazard,urban_area,Chennai,synthetic,train
CDX_356,விண்ணப்ப நிலை மாற்றமில்லை,விண்ணப்ப நிலை மாற்றமில்லை,Application status unchanged,tamil,status_query,certificates,Revenue Department,low,service_delay,urban_area,Chennai,synthetic_realistic,train
CDX_357,மின் தடை தினமும் நடக்கிறது,மின் தடை தினமும் நடக்கிறது,Daily power outage,tamil,complaint,electricity,Electricity Department,high,service_failure,urban_area,Chennai,synthetic_realistic,train
CDX_358,குப்பை சேகரிப்பு தாமதமாகிறது,குப்பை சேகரிப்பு தாமதமாகிறது,Garbage collection delayed,tamil,complaint,sanitation,Sanitation Department,medium,service_delay,urban_area,Chennai,synthetic_realistic,train
CDX_359,பஸ் சேவை சரியாக இல்லை,பஸ் சேவை சரியாக இல்லை,Bus service not proper,tamil,complaint,transport,Transport Department,medium,service_delay,urban_area,Chennai,synthetic_realistic,train
CDX_360,மருத்துவமனை சுத்தம் இல்லை,மருத்துவமனை சுத்தம் இல்லை,Hospital not clean,tamil,complaint,public_health,Public Health Department,high,service_failure,urban_area,Chennai,synthetic_realistic,train
CDX_361,சாலை பழுது இன்னும் சரி செய்யப்படவில்லை,சாலை பழுது இன்னும் சரி செய்யப்படவில்லை,Road repair not done yet,tamil,follow_up,roads,Roads Department,high,service_delay,urban_area,Chennai,synthetic,train
CDX_362,தண்ணீர் அழுத்தம் மிகவும் குறைவு,தண்ணீர் அழுத்தம் மிகவும் குறைவு,Very low water pressure,tamil,complaint,water_supply,Water Supply Department,medium,service_failure,urban_area,Chennai,real,train
CDX_363,விளக்கு பிரச்சனை தொடர்கிறது,விளக்கு பிரச்சனை தொடர்கிறது,Street light issue continues,tamil,follow_up,street_lighting,Electricity Department,medium,service_failure,urban_area,Chennai,synthetic_realistic,train
CDX_364,டிரெயினேஜ் நீர் வீதியில் நிற்கிறது,டிரெயினேஜ் நீர் வீதியில் நிற்கிறது,Sewage water stagnating on street,tamil,complaint,drainage,Drainage Department,high,public_hazard,urban_area,Chennai,synthetic_realistic,train
CDX_365,ரேஷன் கார்டு நிலை தெரியவில்லை,ரேஷன் கார்டு நிலை தெரியவில்லை,Ration card status unknown,tamil,status_query,certificates,Revenue Department,low,information_query,urban_area,Chennai,synthetic_realistic,train
CDX_366,மின் கம்பி ஆபத்தான முறையில் உள்ளது,மின் கம்பி ஆபத்தான முறையில் உள்ளது,Electric pole in dangerous condition,tamil,complaint,electricity,Electricity Department,high,public_hazard,urban_area,Chennai,synthetic_realistic,train
CDX_367,பஸ் தாமதம் தினமும் பிரச்சனை,பஸ் தாமதம் தினமும் பிரச்சனை,Daily bus delay issue,tamil,complaint,transport,Transport Department,medium,service_delay,urban_area,Chennai,synthetic_realistic,train
CDX_368,குப்பை எரிப்பு நிறுத்தப்படவில்லை,குப்பை எரிப்பு நிறுத்தப்படவில்லை,Garbage burning not stopped,tamil,complaint,sanitation,Sanitation Department,high,public_hazard,urban_area,Chennai,synthetic_realistic,train
CDX_369,மருத்துவ சேவை மெதுவாக உள்ளது,மருத்துவ சேவை மெதுவாக உள்ளது,Healthcare service slow,tamil,complaint,public_health,Public Health Department,medium,service_delay,urban_area,Chennai,synthetic,train
CDX_370,சாலை குழிகள் அதிகரித்துள்ளது,சாலை குழிகள் அதிகரித்துள்ளது,Potholes increased on road,tamil,complaint,roads,Roads Department,high,public_hazard,urban_area,Chennai,synthetic,train
CDX_371,தண்ணீர் விநியோகம் தடைபடுகிறது,தண்ணீர் விநியோகம் தடைபடுகிறது,Water supply interrupted,tamil,complaint,water_supply,Water Supply Department,medium,service_failure,urban_area,Chennai,synthetic_realistic,train
CDX_372,விளக்கு பழுது நீண்ட நாட்களாக உள்ளது,விளக்கு பழுது நீண்ட நாட்களாக உள்ளது,Street light issue for long time,tamil,follow_up,street_lighting,Electricity Department,medium,service_delay,urban_area,Chennai,synthetic,train
CDX_373,டிரெயினேஜ் சுத்தம் செய்யப்படவில்லை,டிரெயினேஜ் சுத்தம் செய்யப்படவில்லை,Drain not cleaned,tamil,complaint,drainage,Drainage Department,high,service_delay,urban_area,Chennai,synthetic_realistic,train
CDX_374,விண்ணப்பம் இன்னும் pending ஆக உள்ளது,விண்ணப்பம் இன்னும் pending ஆக உள்ளது,Application still pending,tamil,status_query,certificates,Revenue Department,low,service_delay,urban_area,Chennai,synthetic,train
CDX_375,மின் துண்டிப்பு அதிகரித்துள்ளது,மின் துண்டிப்பு அதிகரித்துள்ளது,Power cuts increased,tamil,complaint,electricity,Electricity Department,high,service_failure,urban_area,Chennai,synthetic_realistic,train
CDX_376,குப்பை சேகரிப்பு ஒழுங்காக இல்லை,குப்பை சேகரிப்பு ஒழுங்காக இல்லை,Garbage collection irregular,tamil,complaint,sanitation,Sanitation Department,medium,service_delay,urban_area,Chennai,real,train
CDX_377,பஸ் சேவை குறைவாக உள்ளது,பஸ் சேவை குறைவாக உள்ளது,Bus service is low,tamil,complaint,transport,Transport Department,medium,service_delay,urban_area,Chennai,synthetic_realistic,train
CDX_378,மருத்துவமனையில் நீண்ட காத்திருப்பு,மருத்துவமனையில் நீண்ட காத்திருப்பு,Long hospital waiting time,tamil,complaint,public_health,Public Health Department,medium,service_delay,urban_area,Chennai,synthetic_realistic,train
CDX_379,சாலை பழுது செய்யப்பட வேண்டும்,சாலை பழுது செய்யப்பட வேண்டும்,Road needs repair,tamil,complaint,roads,Roads Department,high,public_hazard,urban_area,Chennai,synthetic_realistic,train
CDX_380,தண்ணீர் பிரச்சனை தொடர்கிறது,தண்ணீர் பிரச்சனை தொடர்கிறது,Water issue continues,tamil,complaint,water_supply,Water Supply Department,high,service_failure,urban_area,Chennai,synthetic_realistic,train
CDX_381,விளக்கு இன்னும் வேலை செய்யவில்லை,விளக்கு இன்னும் வேலை செய்யவில்லை,Street light still not working,tamil,follow_up,street_lighting,Electricity Department,medium,service_failure,urban_area,Chennai,synthetic_realistic,train
CDX_382,டிரெயினேஜ் நீர் அதிகமாக உள்ளது,டிரெயினேஜ் நீர் அதிகமாக உள்ளது,Excess sewage water,tamil,complaint,drainage,Drainage Department,high,public_hazard,urban_area,Chennai,synthetic_realistic,train
CDX_383,ரேஷன் கார்டு தாமதமாக வருகிறது,ரேஷன் கார்டு தாமதமாக வருகிறது,Ration card delayed,tamil,status_query,certificates,Revenue Department,low,service_delay,urban_area,Chennai,synthetic_realistic,train
CDX_384,மின் கம்பம் சாய்ந்துள்ளது,மின் கம்பம் சாய்ந்துள்ளது,Electric pole is leaning,tamil,complaint,electricity,Electricity Department,high,public_hazard,urban_area,Chennai,synthetic_realistic,train
CDX_385,பஸ் நேரம் சரியாக இல்லை,பஸ் நேரம் சரியாக இல்லை,Bus timing incorrect,tamil,complaint,transport,Transport Department,medium,service_delay,urban_area,Chennai,synthetic_realistic,train
CDX_386,குப்பை பிரச்சனை அதிகரிக்கிறது,குப்பை பிரச்சனை அதிகரிக்கிறது,Garbage issue increasing,tamil,complaint,sanitation,Sanitation Department,medium,public_hazard,urban_area,Chennai,synthetic,train
CDX_387,மருத்துவ சேவை மேம்பட வேண்டும்,மருத்துவ சேவை மேம்பட வேண்டும்,Healthcare needs improvement,tamil,complaint,public_health,Public Health Department,medium,service_delay,urban_area,Chennai,real,train
CDX_388,சாலை மிகவும் மோசமாக உள்ளது,சாலை மிகவும் மோசமாக உள்ளது,Road is very bad,tamil,complaint,roads,Roads Department,high,public_hazard,urban_area,Chennai,synthetic_realistic,train
CDX_389,தண்ணீர் விநியோகம் நிறுத்தப்பட்டுள்ளது,தண்ணீர் விநியோகம் நிறுத்தப்பட்டுள்ளது,Water supply stopped,tamil,complaint,water_supply,Water Supply Department,high,service_failure,urban_area,Chennai,synthetic,train
CDX_390,விளக்கு பிரச்சனை சரி செய்யப்பட வேண்டும்,விளக்கு பிரச்சனை சரி செய்யப்பட வேண்டும்,Street light issue needs fixing,tamil,complaint,street_lighting,Electricity Department,medium,service_failure,urban_area,Chennai,synthetic_realistic,train
CDX_391,டிரெயினேஜ் அடைப்பு கடுமையாக உள்ளது,டிரெயினேஜ் அடைப்பு கடுமையாக உள்ளது,Severe drain blockage,tamil,complaint,drainage,Drainage Department,high,public_hazard,urban_area,Chennai,synthetic_realistic,train
CDX_392,விண்ணப்பம் இன்னும் முடிக்கப்படவில்லை,விண்ணப்பம் இன்னும் முடிக்கப்படவில்லை,Application not completed,tamil,status_query,certificates,Revenue Department,low,service_delay,urban_area,Chennai,synthetic_realistic,train
CDX_393,மின் தடை அதிகமாக உள்ளது,மின் தடை அதிகமாக உள்ளது,Frequent electricity outage,tamil,complaint,electricity,Electricity Department,high,service_failure,urban_area,Chennai,synthetic_realistic,train
CDX_394,குப்பை சேகரிப்பு தாமதம்,குப்பை சேகரிப்பு தாமதம்,Garbage collection delay,tamil,complaint,sanitation,Sanitation Department,medium,service_delay,urban_area,Chennai,synthetic_realistic,train
CDX_395,பஸ் சேவை மேம்படுத்த வேண்டும்,பஸ் சேவை மேம்படுத்த வேண்டும்,Bus service needs improvement,tamil,complaint,transport,Transport Department,medium,service_delay,urban_area,Chennai,synthetic_realistic,train
CDX_396,மருத்துவமனை சுத்தம் தேவை,மருத்துவமனை சுத்தம் தேவை,Hospital cleanliness needed,tamil,complaint,public_health,Public Health Department,high,service_failure,urban_area,Chennai,synthetic_realistic,train
CDX_397,சாலை பழுது நிலுவையில் உள்ளது,சாலை பழுது நிலுவையில் உள்ளது,Road repair pending,tamil,follow_up,roads,Roads Department,high,service_delay,urban_area,Chennai,synthetic_realistic,train
CDX_398,தண்ணீர் பிரச்சனை கடுமையாக உள்ளது,தண்ணீர் பிரச்சனை கடுமையாக உள்ளது,Severe water issue,tamil,complaint,water_supply,Water Supply Department,high,service_failure,urban_area,Chennai,synthetic_realistic,train
CDX_399,விளக்கு வேலை செய்யவில்லை மீண்டும்,விளக்கு வேலை செய்யவில்லை மீண்டும்,Street light not working again,tamil,follow_up,street_lighting,Electricity Department,medium,service_failure,urban_area,Chennai,synthetic_realistic,train
CDX_400,டிரெயினேஜ் பிரச்சனை இன்னும் தீரவில்லை,டிரெயினேஜ் பிரச்சனை இன்னும் தீரவில்லை,Drainage issue still not solved,tamil,follow_up,drainage,Drainage Department,high,service_delay,urban_area,Chennai,synthetic_realistic,train
CDX_401,குப்பை அகற்றப்படாமல் துர்நாற்றம் வீசுகிறது,குப்பை அகற்றப்படாமல் துர்நாற்றம் வீசுகிறது,Garbage not removed causing foul smell,tamil,complaint,sanitation,Sanitation Department,high,public_hazard,urban_area,Chennai,synthetic_realistic,train
CDX_402,சாலையில் குண்டும் குழியும் அதிகமாக உள்ளது,சாலையில் குண்டும் குழியும் அதிகமாக உள்ளது,Severe potholes on the road,tamil,complaint,roads,Roads Department,high,public_hazard,urban_area,Chennai,synthetic_realistic,train
CDX_403,இன்று தண்ணீர் இணைப்பு வேலை செய்யவில்லை,இன்று தண்ணீர் இணைப்பு வேலை செய்யவில்லை,Water connection not working today,tamil,complaint,water_supply,Water Supply Department,medium,service_failure,urban_area,Chennai,real,train
CDX_404,விளக்கு மீண்டும் இரவில் வேலை செய்யவில்லை,விளக்கு மீண்டும் இரவில் வேலை செய்யவில்லை,Street light not working again at night,tamil,follow_up,street_lighting,Electricity Department,medium,service_failure,urban_area,Chennai,synthetic_realistic,train
CDX_405,டிரெயினேஜ் அடைப்பு காரணமாக தண்ணீர் தேக்கம்,டிரெயினேஜ் அடைப்பு காரணமாக தண்ணீர் தேக்கம்,Water stagnation due to drain blockage,tamil,complaint,drainage,Drainage Department,high,public_hazard,urban_area,Chennai,synthetic_realistic,train
CDX_406,விண்ணப்ப நிலை நீண்ட நாட்களாக மாற்றமில்லை,விண்ணப்ப நிலை நீண்ட நாட்களாக மாற்றமில்லை,Application status unchanged for a long time,tamil,status_query,certificates,Revenue Department,low,service_delay,urban_area,Chennai,synthetic_realistic,train
CDX_407,மின்சாரம் அடிக்கடி தடைபடுகிறது,மின்சாரம் அடிக்கடி தடைபடுகிறது,Frequent power interruptions,tamil,complaint,electricity,Electricity Department,high,service_failure,urban_area,Chennai,synthetic,train
CDX_408,குப்பை சேகரிப்பு சரியாக நடைபெறவில்லை,குப்பை சேகரிப்பு சரியாக நடைபெறவில்லை,Garbage collection not happening properly,tamil,complaint,sanitation,Sanitation Department,medium,service_delay,urban_area,Chennai,synthetic,train
CDX_409,பஸ் சேவை நேரத்திற்கு வரவில்லை,பஸ் சேவை நேரத்திற்கு வரவில்லை,Bus not arriving on time,tamil,complaint,transport,Transport Department,medium,service_delay,urban_area,Chennai,synthetic,train
CDX_410,மருத்துவ சேவை மீண்டும் மெதுவாக உள்ளது,மருத்துவ சேவை மீண்டும் மெதுவாக உள்ளது,Healthcare service slow again,tamil,follow_up,public_health,Public Health Department,medium,service_delay,urban_area,Chennai,synthetic_realistic,train
CDX_411,சாலை பழுது வேலை இன்னும் தொடங்கப்படவில்லை,சாலை பழுது வேலை இன்னும் தொடங்கப்படவில்லை,Road repair work not started yet,tamil,status_query,roads,Roads Department,high,service_delay,urban_area,Chennai,synthetic,train
CDX_412,தண்ணீர் அழுத்தம் குறைந்துள்ளது,தண்ணீர் அழுத்தம் குறைந்துள்ளது,Low water pressure,tamil,complaint,water_supply,Water Supply Department,medium,service_failure,urban_area,Chennai,synthetic_realistic,train
CDX_413,விளக்கு பிரச்சனை தொடர்ந்து உள்ளது,விளக்கு பிரச்சனை தொடர்ந்து உள்ளது,Street light issue still persists,tamil,follow_up,street_lighting,Electricity Department,medium,service_failure,urban_area,Chennai,synthetic_realistic,train
CDX_414,டிரெயினேஜ் நீர் சாலையில் ஓடுகிறது,டிரெயினேஜ் நீர் சாலையில் ஓடுகிறது,Sewage water flowing on the road,tamil,complaint,drainage,Drainage Department,high,public_hazard,urban_area,Chennai,synthetic_realistic,train
CDX_415,ரேஷன் கார்டு விண்ணப்பம் இன்னும் நிலுவையில் உள்ளது,ரேஷன் கார்டு விண்ணப்பம் இன்னும் நிலுவையில் உள்ளது,Ration card application still pending,tamil,status_query,certificates,Revenue Department,low,service_delay,urban_area,Chennai,synthetic_realistic,train
CDX_416,மின் கம்பம் ஆபத்தான நிலையில் உள்ளது,மின் கம்பம் ஆபத்தான நிலையில் உள்ளது,Electric pole in dangerous condition,tamil,follow_up,electricity,Electricity Department,high,public_hazard,urban_area,Chennai,synthetic_realistic,train
CDX_417,பஸ் தாமதம் தினசரி பிரச்சனையாக உள்ளது,பஸ் தாமதம் தினசரி பிரச்சனையாக உள்ளது,Daily bus delays have become common,tamil,complaint,transport,Transport Department,medium,service_delay,urban_area,Chennai,synthetic_realistic,train
CDX_418,குப்பை எரிப்பு இன்னும் நிறுத்தப்படவில்லை,குப்பை எரிப்பு இன்னும் நிறுத்தப்படவில்லை,Garbage burning has not been stopped,tamil,complaint,sanitation,Sanitation Department,high,public_hazard,urban_area,Chennai,synthetic_realistic,train
CDX_419,மருத்துவ சேவை மேம்படவில்லை,மருத்துவ சேவை மேம்படவில்லை,No improvement in healthcare service,tamil,complaint,public_health,Public Health Department,medium,service_delay,urban_area,Chennai,synthetic_realistic,train
CDX_420,சாலையில் இன்னும் குழிகள் உள்ளது,சாலையில் இன்னும் குழிகள் உள்ளது,Potholes still present on the road,tamil,follow_up,roads,Roads Department,high,public_hazard,urban_area,Chennai,synthetic_realistic,train
CDX_421,தண்ணீர் விநியோகம் அடிக்கடி நிற்கிறது,தண்ணீர் விநியோகம் அடிக்கடி நிற்கிறது,Water supply frequently stops,tamil,complaint,water_supply,Water Supply Department,high,service_failure,urban_area,Chennai,synthetic_realistic,train
CDX_422,சரி செய்த பிறகும் விளக்கு மீண்டும் பழுதாகிறது,சரி செய்த பிறகும் விளக்கு மீண்டும் பழுதாகிறது,Street light fails again after repair,tamil,follow_up,street_lighting,Electricity Department,medium,service_failure,urban_area,Chennai,synthetic_realistic,train
CDX_423,டிரெயினேஜ் அடைப்பு முழுமையாக நீங்கவில்லை,டிரெயினேஜ் அடைப்பு முழுமையாக நீங்கவில்லை,Drain blockage not fully cleared,tamil,follow_up,drainage,Drainage Department,high,service_delay,urban_area,Chennai,real,train
CDX_424,விண்ணப்ப நிலை இன்னும் மாற்றமில்லை,விண்ணப்ப நிலை இன்னும் மாற்றமில்லை,Application status still unchanged,tamil,status_query,certificates,Revenue Department,low,service_delay,urban_area,Chennai,synthetic_realistic,train
CDX_425,இந்த வாரம் மின்தடை அதிகரித்துள்ளது,இந்த வாரம் மின்தடை அதிகரித்துள்ளது,Power cuts increased this week,tamil,complaint,electricity,Electricity Department,high,service_failure,urban_area,Chennai,synthetic,train
CDX_426,குப்பை சேகரிப்பு தினமும் தாமதமாகிறது,குப்பை சேகரிப்பு தினமும் தாமதமாகிறது,Garbage collection delayed daily,tamil,complaint,sanitation,Sanitation Department,medium,service_delay,urban_area,Chennai,synthetic_realistic,train
CDX_427,பஸ் சேவை இன்னும் மேம்படவில்லை,பஸ் சேவை இன்னும் மேம்படவில்லை,Bus service not improved,tamil,complaint,transport,Transport Department,medium,service_delay,urban_area,Chennai,synthetic_realistic,train
CDX_428,மருத்துவமனையில் நீண்ட வரிசை உள்ளது,மருத்துவமனையில் நீண்ட வரிசை உள்ளது,Long queues in hospital,tamil,complaint,public_health,Public Health Department,medium,service_delay,urban_area,Chennai,synthetic_realistic,train
CDX_429,சாலை பழுது வேலை தாமதமாகிறது,சாலை பழுது வேலை தாமதமாகிறது,Road repair work is delayed,tamil,follow_up,roads,Roads Department,high,service_delay,urban_area,Chennai,synthetic_realistic,train
CDX_430,தண்ணீர் பிரச்சனை இன்னும் தீரவில்லை,தண்ணீர் பிரச்சனை இன்னும் தீரவில்லை,Water issue not resolved yet,tamil,follow_up,water_supply,Water Supply Department,high,service_failure,urban_area,Chennai,synthetic_realistic,train
CDX_431,பலமுறை புகார் கொடுத்தும் விளக்கு சரி செய்யப்படவில்லை,பலமுறை புகார் கொடுத்தும் விளக்கு சரி செய்யப்படவில்லை,Street light not fixed despite multiple complaints,tamil,follow_up,street_lighting,Electricity Department,medium,service_failure,urban_area,Chennai,synthetic_realistic,train
CDX_432,டிரெயினேஜ் வாசனை இன்னும் உள்ளது,டிரெயினேஜ் வாசனை இன்னும் உள்ளது,Drain smell still present,tamil,follow_up,drainage,Drainage Department,medium,service_delay,urban_area,Chennai,synthetic_realistic,train
CDX_433,ரேஷன் கார்டு நிலை அப்டேட் ஆகவில்லை,ரேஷன் கார்டு நிலை அப்டேட் ஆகவில்லை,Ration card status not updated,tamil,status_query,certificates,Revenue Department,low,service_delay,urban_area,Chennai,synthetic_realistic,train
CDX_434,மின் கம்பம் இன்னும் ஆபத்தாக உள்ளது,மின் கம்பம் இன்னும் ஆபத்தாக உள்ளது,Electric pole still dangerous,tamil,follow_up,electricity,Electricity Department,high,public_hazard,urban_area,Chennai,synthetic_realistic,train
CDX_435,பஸ் தாமதம் குறையவில்லை,பஸ் தாமதம் குறையவில்லை,Bus delays not reduced,tamil,complaint,transport,Transport Department,medium,service_delay,urban_area,Chennai,synthetic,train
CDX_436,குப்பை பிரச்சனை மீண்டும் அதிகரித்துள்ளது,குப்பை பிரச்சனை மீண்டும் அதிகரித்துள்ளது,Garbage issue increased again,tamil,follow_up,sanitation,Sanitation Department,high,public_hazard,urban_area,Chennai,synthetic_realistic,train
CDX_437,மருத்துவ சேவை இன்னும் மெதுவாக உள்ளது,மருத்துவ சேவை இன்னும் மெதுவாக உள்ளது,Healthcare service still slow,tamil,follow_up,public_health,Public Health Department,medium,service_delay,urban_area,Chennai,real,train
CDX_438,சாலை பழுது வேலை இன்னும் முடிக்கப்படவில்லை,சாலை பழுது வேலை இன்னும் முடிக்கப்படவில்லை,Road repair not completed yet,tamil,follow_up,roads,Roads Department,high,service_delay,urban_area,Chennai,synthetic_realistic,train
CDX_439,தண்ணீர் விநியோகம் இன்னும் சீராக இல்லை,தண்ணீர் விநியோகம் இன்னும் சீராக இல்லை,Water supply still irregular,tamil,follow_up,water_supply,Water Supply Department,high,service_failure,urban_area,Chennai,synthetic_realistic,train
CDX_440,விளக்கு பிரச்சனை தொடர்ந்து உள்ளது,விளக்கு பிரச்சனை தொடர்ந்து உள்ளது,Street light issue continues,tamil,follow_up,street_lighting,Electricity Department,medium,service_failure,urban_area,Chennai,synthetic_realistic,train
CDX_441,டிரெயினேஜ் பிரச்சனை இன்னும் சரி செய்யப்படவில்லை,டிரெயினேஜ் பிரச்சனை இன்னும் சரி செய்யப்படவில்லை,Drainage issue not fixed yet,tamil,follow_up,drainage,Drainage Department,high,service_delay,urban_area,Chennai,synthetic_realistic,train
CDX_442,விண்ணப்பம் நீண்ட காலமாக நிலுவையில் உள்ளது,விண்ணப்பம் நீண்ட காலமாக நிலுவையில் உள்ளது,Application pending for long time,tamil,status_query,certificates,Revenue Department,low,service_delay,urban_area,Chennai,synthetic_realistic,train
CDX_443,மின்தடை பிரச்சனை தொடர்ந்து உள்ளது,மின்தடை பிரச்சனை தொடர்ந்து உள்ளது,Power cut issue continues,tamil,follow_up,electricity,Electricity Department,high,service_failure,urban_area,Chennai,synthetic,train
CDX_444,குப்பை சேகரிப்பு இன்னும் முறையாக இல்லை,குப்பை சேகரிப்பு இன்னும் முறையாக இல்லை,Garbage collection still irregular,tamil,follow_up,sanitation,Sanitation Department,medium,service_delay,urban_area,Chennai,synthetic_realistic,train
CDX_445,பஸ் சேவை இன்னும் சரியாக இல்லை,பஸ் சேவை இன்னும் சரியாக இல்லை,Bus service still not proper,tamil,follow_up,transport,Transport Department,medium,service_delay,urban_area,Chennai,synthetic,train
